CardID,CustomerID,AccountID,CardType,CardStatus,IssueDate,ExpiryDate
CARD0951,CUST0058,ACC0771,Visa Platinum,Expired,2024-04-30,2029-04-29
CARD0952,CUST0320,ACC0811,Amex Platinum,Blocked,2022-06-29,2027-06-28
CARD0953,CUST0540,ACC0595,Visa Gold,Blocked,2024-07-13,2029-07-12
CARD0954,CUST0808,ACC0887,Visa Gold,Blocked,2023-02-14,2028-02-13
CARD0955,CUST0654,ACC0825,Visa Platinum,Expired,2022-07-12,2027-07-11
CARD0956,CUST0803,ACC0056,Visa Platinum,Active,2024-09-04,2029-09-03
CARD0957,CUST0778,ACC0871,Amex Platinum,Blocked,2024-11-23,2029-11-22
CARD0958,CUST0991,ACC0958,Visa Platinum,Blocked,2024-04-10,2029-04-09
CARD0959,CUST0718,ACC0727,Amex Platinum,Blocked,2022-07-24,2027-07-23
CARD0960,CUST0693,ACC0312,Visa Platinum,Active,2025-11-02,2030-11-01
CARD0961,CUST0830,ACC0469,Mastercard Standard,Active,2021-10-24,2026-10-23
CARD0962,CUST0818,ACC0671,Visa Platinum,Blocked,2024-05-07,2029-05-06
CARD0963,CUST0686,ACC0168,Visa Platinum,Blocked,2021-05-16,2026-05-15
CARD0964,CUST0642,ACC0592,Visa Gold,Active,2023-01-15,2028-01-14
CARD0965,CUST0954,ACC0141,Mastercard Standard,Expired,2022-05-06,2027-05-05
CARD0966,CUST0221,ACC0453,Mastercard Standard,Blocked,2023-05-01,2028-04-29
CARD0967,CUST0276,ACC0713,Visa Gold,Active,2025-07-29,2030-07-28
CARD0968,CUST0755,ACC0495,Mastercard Standard,Expired,2023-06-26,2028-06-24
CARD0969,CUST0235,ACC0299,Mastercard Standard,Blocked,2021-07-27,2026-07-26
CARD0970,CUST0750,ACC0919,Visa Gold,Active,2022-11-06,2027-11-05
CARD0971,CUST0523,ACC0149,Amex Platinum,Expired,2025-03-14,2030-03-13
CARD0972,CUST0980,ACC0215,Amex Platinum,Expired,2024-07-01,2029-06-30
CARD0973,CUST0454,ACC0224,Amex Platinum,Expired,2025-09-14,2030-09-13
CARD0974,CUST0493,ACC0824,Amex Platinum,Expired,2022-01-12,2027-01-11
CARD0975,CUST0864,ACC0767,Mastercard Standard,Blocked,2024-02-20,2029-02-18
CARD0976,CUST0268,ACC0201,Mastercard Standard,Active,2021-08-26,2026-08-25
CARD0977,CUST0223,ACC0753,Amex Platinum,Blocked,2021-11-23,2026-11-22
CARD0978,CUST0307,ACC0667,Mastercard Standard,Active,2025-04-17,2030-04-16
CARD0979,CUST0086,ACC0010,Visa Gold,Blocked,2023-10-10,2028-10-08
CARD0980,CUST0691,ACC0371,Visa Platinum,Expired,2024-06-28,2029-06-27
CARD0981,CUST0733,ACC0744,Amex Platinum,Blocked,2024-11-02,2029-11-01
CARD0982,CUST0158,ACC0877,Amex Platinum,Blocked,2022-05-28,2027-05-27
CARD0983,CUST0291,ACC0590,Mastercard Standard,Active,2023-02-25,2028-02-24
CARD0984,CUST0149,ACC0105,Visa Platinum,Active,2022-10-07,2027-10-06
CARD0985,CUST0082,ACC0695,Visa Platinum,Blocked,2025-04-22,2030-04-21
CARD0986,CUST0682,ACC0805,Amex Platinum,Expired,2021-05-19,2026-05-18
CARD0987,CUST0811,ACC0880,Amex Platinum,Expired,2024-12-06,2029-12-05
CARD0988,CUST0238,ACC0152,Mastercard Standard,Active,2021-03-25,2026-03-24
CARD0989,CUST0483,ACC0386,Amex Platinum,Blocked,2021-08-16,2026-08-15
CARD0990,CUST0330,ACC0974,Mastercard Standard,Expired,2024-12-06,2029-12-05
CARD0991,CUST0738,ACC0438,Visa Gold,Expired,2024-03-30,2029-03-29
CARD0992,CUST0433,ACC0696,Visa Gold,Blocked,2023-12-04,2028-12-02
CARD0993,CUST0255,ACC0862,Visa Gold,Expired,2024-05-25,2029-05-24
CARD0994,CUST0531,ACC0173,Visa Gold,Active,2022-08-27,2027-08-26
CARD0995,CUST0878,ACC0949,Visa Gold,Active,2024-05-17,2029-05-16
CARD0996,CUST0495,ACC0058,Amex Platinum,Expired,2021-04-28,2026-04-27
CARD0997,CUST0988,ACC0099,Visa Gold,Active,2021-02-03,2026-02-02
CARD0998,CUST0531,ACC0365,Amex Platinum,Blocked,2023-02-18,2028-02-17
CARD0999,CUST0502,ACC0998,Visa Gold,Expired,2021-12-23,2026-12-22
CARD1000,CUST0179,ACC0486,Amex Platinum,Expired,2022-03-01,2027-02-28
